date,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),shortwave_radiation_sum (MJ/m²)
4/5/2022,65,30.2,23.2,36.5,27.1,2022-04-05T06:06,2022-04-05T18:19,21.4,21.4,16,17.9
4/6/2022,63,29.2,22.3,35.5,26.3,2022-04-06T06:06,2022-04-06T18:19,10.2,10.2,9,16.52
4/7/2022,61,29.9,23,36.8,27.5,2022-04-07T06:05,2022-04-07T18:19,3.8,3.8,6,21.72
4/8/2022,63,27.3,23.4,32.7,28.1,2022-04-08T06:05,2022-04-08T18:19,14.5,14.5,15,12.23
4/9/2022,63,28.5,23.1,33.8,27.6,2022-04-09T06:04,2022-04-09T18:19,9.7,9.7,18,17.04
4/10/2022,65,27.5,23.7,32.6,28.5,2022-04-10T06:04,2022-04-10T18:19,27.2,27.2,23,17.38
4/11/2022,61,29.5,23.8,36.4,28.4,2022-04-11T06:03,2022-04-11T18:18,9.2,9.2,16,20.53
4/12/2022,63,29.8,24,36.9,28.9,2022-04-12T06:03,2022-04-12T18:18,11.4,11.4,17,20.16
4/13/2022,61,29.3,24.4,35.2,28.7,2022-04-13T06:03,2022-04-13T18:18,6,6,15,18.67
4/14/2022,53,29.6,23.8,35.9,28.2,2022-04-14T06:02,2022-04-14T18:18,2.1,2.1,10,22.19
4/15/2022,51,30.3,24.9,37.3,30,2022-04-15T06:02,2022-04-15T18:18,0.4,0.4,4,24.75
4/16/2022,51,30.3,25.5,36.2,30.4,2022-04-16T06:01,2022-04-16T18:18,1,1,7,23.36
4/17/2022,51,30.1,25.4,36.2,30.2,2022-04-17T06:01,2022-04-17T18:18,1.3,1.3,8,23.49
4/18/2022,53,29.6,24.7,36.6,29.8,2022-04-18T06:01,2022-04-18T18:18,2.7,2.7,16,21.43
4/19/2022,63,28.3,23.3,32.9,27.3,2022-04-19T06:00,2022-04-19T18:18,16.3,16.3,18,14.34
4/20/2022,53,29.7,24.7,37.2,30,2022-04-20T06:00,2022-04-20T18:18,1.7,1.7,6,22.84
4/21/2022,63,29.5,24.8,36.2,29.3,2022-04-21T05:59,2022-04-21T18:18,6,6,9,19.14
4/22/2022,61,29,24.6,35.1,29.3,2022-04-22T05:59,2022-04-22T18:18,9.3,9.3,15,17.91
4/23/2022,51,29.8,24.1,37.6,29.1,2022-04-23T05:59,2022-04-23T18:18,0.7,0.7,6,20.79
4/24/2022,63,30.5,24,37.6,28.8,2022-04-24T05:58,2022-04-24T18:18,5.5,5.5,6,21.74
4/25/2022,63,30,24,37.3,29,2022-04-25T05:58,2022-04-25T18:18,8.4,8.4,12,15.91
4/26/2022,61,30.1,24.1,37.7,29.1,2022-04-26T05:58,2022-04-26T18:18,3.6,3.6,8,19.74
4/27/2022,63,30.3,24.6,38,28.9,2022-04-27T05:57,2022-04-27T18:18,9.9,9.9,11,21.09
4/28/2022,63,30.3,24.7,37.9,29.2,2022-04-28T05:57,2022-04-28T18:18,3.7,3.7,6,20.76
4/29/2022,61,30.2,24.2,37.3,28.8,2022-04-29T05:57,2022-04-29T18:18,2.2,2.2,9,20.07
4/30/2022,53,30,25.3,36.8,30.4,2022-04-30T05:56,2022-04-30T18:18,2.1,2.1,15,21.25
5/1/2022,63,31,25.2,36,30.3,2022-05-01T05:56,2022-05-01T18:18,11.9,11.9,21,17.51
5/2/2022,65,30.9,24.6,37.4,29.3,2022-05-02T05:56,2022-05-02T18:18,16.6,16.6,20,19.96
5/3/2022,53,31,25.6,37.5,31.8,2022-05-03T05:55,2022-05-03T18:18,2.6,2.6,10,20.62
5/4/2022,53,30.1,25.8,37,29.7,2022-05-04T05:55,2022-05-04T18:18,1.7,1.7,7,21
5/5/2022,61,29.2,25.7,34.8,30.4,2022-05-05T05:55,2022-05-05T18:18,8.6,8.6,17,17.61
5/6/2022,53,30.2,25.5,35.1,30.4,2022-05-06T05:55,2022-05-06T18:18,4.2,4.2,14,16.85
5/7/2022,51,30.5,26.3,35.4,31.7,2022-05-07T05:55,2022-05-07T18:18,2.2,2.2,13,22.52
5/8/2022,63,31.1,27.5,36.1,31.8,2022-05-08T05:54,2022-05-08T18:18,10.3,10.3,12,19.85
5/9/2022,63,30.1,24.7,35.7,29.2,2022-05-09T05:54,2022-05-09T18:19,11.9,11.9,17,17.13
5/10/2022,63,31,25,35.4,29,2022-05-10T05:54,2022-05-10T18:19,21.3,21.3,20,20.11
5/11/2022,63,30.3,25.6,33.5,28.3,2022-05-11T05:54,2022-05-11T18:19,13.6,13.6,13,21.93
5/12/2022,63,27.7,23.9,31.9,28.7,2022-05-12T05:54,2022-05-12T18:19,25.9,25.9,23,12.93
5/13/2022,65,27.5,24.8,31.3,27.7,2022-05-13T05:53,2022-05-13T18:19,61.7,61.7,24,11.52
5/14/2022,65,27.4,25,30.1,27.9,2022-05-14T05:53,2022-05-14T18:19,70.5,70.5,24,7.21
5/15/2022,63,28.3,25,32,28.2,2022-05-15T05:53,2022-05-15T18:19,30.6,30.6,24,13.74
5/16/2022,65,28.8,25.6,32.6,28.8,2022-05-16T05:53,2022-05-16T18:19,17.6,17.6,22,17.58
5/17/2022,63,28.5,25.3,31.9,28.3,2022-05-17T05:53,2022-05-17T18:20,19.5,19.5,22,18.09
5/18/2022,61,28.8,25.2,31.5,27.3,2022-05-18T05:53,2022-05-18T18:20,17.2,17.2,23,18.32
5/19/2022,61,29.3,24.9,33.3,27.2,2022-05-19T05:53,2022-05-19T18:20,13.4,13.4,23,19.93
5/20/2022,53,29.3,25.5,34.5,29.6,2022-05-20T05:53,2022-05-20T18:20,2.7,2.7,15,21.66
5/21/2022,53,29.3,25.8,34.3,30,2022-05-21T05:53,2022-05-21T18:20,1.9,1.9,9,20.67
5/22/2022,53,29.1,25.5,33.5,28.5,2022-05-22T05:53,2022-05-22T18:20,3,3,11,19.81
5/23/2022,53,28.6,26.1,32.7,30.3,2022-05-23T05:53,2022-05-23T18:21,6.1,6.1,19,17.51
5/24/2022,63,26.4,24.1,30.3,28.9,2022-05-24T05:53,2022-05-24T18:21,63.1,63.1,24,9.31
5/25/2022,61,28.5,24.2,34.7,28.8,2022-05-25T05:53,2022-05-25T18:21,10.5,10.5,23,15.49
5/26/2022,63,27.7,24.5,32.5,28.5,2022-05-26T05:53,2022-05-26T18:21,17.6,17.6,24,16.51
5/27/2022,53,28.1,24.4,32.5,28.8,2022-05-27T05:53,2022-05-27T18:21,8.1,8.1,24,18.09
5/28/2022,63,28.7,24.2,32.5,28.8,2022-05-28T05:53,2022-05-28T18:22,16.1,16.1,21,18.24
5/29/2022,65,28,24.1,31.9,28.5,2022-05-29T05:53,2022-05-29T18:22,28.6,28.6,24,14.77
5/30/2022,63,27.4,24.4,30.6,27.8,2022-05-30T05:53,2022-05-30T18:22,32.6,32.6,24,12.04
5/31/2022,65,26.4,24.5,29.9,27.2,2022-05-31T05:53,2022-05-31T18:22,41,41,21,6.68
6/1/2022,63,27.6,24.4,31.1,27.2,2022-06-01T05:53,2022-06-01T18:23,33.6,33.6,19,7.35
6/2/2022,55,28.6,25.9,32.9,28.3,2022-06-02T05:53,2022-06-02T18:23,6.7,6.7,15,17.08
6/3/2022,55,28.3,25.7,32,28.8,2022-06-03T05:53,2022-06-03T18:23,8.6,8.6,21,15.33
6/4/2022,61,28.4,25,33.2,28.6,2022-06-04T05:53,2022-06-04T18:23,10.2,10.2,21,16.66
6/5/2022,53,28.7,25,32.7,29.2,2022-06-05T05:53,2022-06-05T18:24,5,5,22,18.5
6/6/2022,53,28,24.6,32.9,28.6,2022-06-06T05:53,2022-06-06T18:24,6.1,6.1,21,15.45
6/7/2022,61,27.4,24.2,31.7,28.8,2022-06-07T05:53,2022-06-07T18:24,8,8,20,14.9
6/8/2022,53,28.8,24.5,33.8,28.7,2022-06-08T05:54,2022-06-08T18:24,5.4,5.4,21,20.43
6/9/2022,61,28.6,24.7,32.5,28.6,2022-06-09T05:54,2022-06-09T18:25,7.7,7.7,18,15.36
6/10/2022,61,29.2,24.8,33.4,29,2022-06-10T05:54,2022-06-10T18:25,3.1,3.1,14,22.2
6/11/2022,61,28.1,24.4,32.4,29,2022-06-11T05:54,2022-06-11T18:25,8.3,8.3,12,18.05
6/12/2022,63,28.1,24.7,32.5,28.2,2022-06-12T05:54,2022-06-12T18:25,12.8,12.8,15,16.8
6/13/2022,61,29.1,24.1,35.1,27.9,2022-06-13T05:54,2022-06-13T18:26,6.4,6.4,13,21.87
6/14/2022,63,29.1,25.4,34.5,30.1,2022-06-14T05:54,2022-06-14T18:26,13.4,13.4,20,19.13
6/15/2022,61,26.9,25,32,28.5,2022-06-15T05:55,2022-06-15T18:26,12.7,12.7,21,12.32
6/16/2022,65,28.2,23.7,32.4,28.3,2022-06-16T05:55,2022-06-16T18:26,20.8,20.8,21,10.21
6/17/2022,55,28.4,24.1,33,27.7,2022-06-17T05:55,2022-06-17T18:26,7.1,7.1,19,13.36
6/18/2022,53,28.1,23.8,32.9,27.5,2022-06-18T05:55,2022-06-18T18:27,3.1,3.1,14,17.41
6/19/2022,63,28.9,23.8,34.1,28.4,2022-06-19T05:55,2022-06-19T18:27,10.9,10.9,17,17.65
6/20/2022,61,28.2,24.9,33.7,29.5,2022-06-20T05:56,2022-06-20T18:27,6.7,6.7,19,17.23
6/21/2022,63,28.7,24.2,33.7,27.6,2022-06-21T05:56,2022-06-21T18:27,10,10,13,18.85
6/22/2022,55,28.5,24.4,34.3,29.2,2022-06-22T05:56,2022-06-22T18:28,6,6,11,18.36
6/23/2022,61,28.5,25.5,32.8,29.6,2022-06-23T05:56,2022-06-23T18:28,6.7,6.7,16,18.18
6/24/2022,63,28.1,24.3,32.1,26.6,2022-06-24T05:57,2022-06-24T18:28,16,16,17,15.22
6/25/2022,65,28.4,25.9,32.4,28.7,2022-06-25T05:57,2022-06-25T18:28,24.7,24.7,13,16.46
6/26/2022,63,29.2,24.9,34.2,27.9,2022-06-26T05:57,2022-06-26T18:28,7,7,14,21.12
6/27/2022,51,29.4,26.6,34.8,30.8,2022-06-27T05:57,2022-06-27T18:29,0.7,0.7,6,23.28
6/28/2022,61,29.1,25.2,33.9,30.2,2022-06-28T05:58,2022-06-28T18:29,5.5,5.5,15,21.47
6/29/2022,61,28.9,26.7,34,29.9,2022-06-29T05:58,2022-06-29T18:29,6,6,13,20.43
6/30/2022,61,28.2,25.4,31.8,29.5,2022-06-30T05:58,2022-06-30T18:29,7.2,7.2,17,16.9
7/1/2022,53,29.1,25.6,33.9,29.3,2022-07-01T05:58,2022-07-01T18:29,0.7,0.7,2,23.09
7/2/2022,55,29.5,26.2,34.8,29,2022-07-02T05:58,2022-07-02T18:29,4.6,4.6,10,21.6
7/3/2022,63,27.8,25.3,30.1,27.4,2022-07-03T05:59,2022-07-03T18:30,26,26,16,13.61
7/4/2022,3,28.8,25.7,34.6,29.8,2022-07-04T05:59,2022-07-04T18:30,0,0,0,23.15
7/5/2022,63,28.7,24.5,34.5,27,2022-07-05T05:59,2022-07-05T18:30,6.5,6.5,8,21.2
7/6/2022,63,28.6,24.3,33.1,27.5,2022-07-06T05:59,2022-07-06T18:30,6.8,6.8,5,17.27
7/7/2022,51,27.5,25,32.2,29.6,2022-07-07T06:00,2022-07-07T18:30,1.2,1.2,7,11.4
7/8/2022,3,28.6,24.5,32.1,29,2022-07-08T06:00,2022-07-08T18:30,0,0,0,23.56
7/9/2022,3,28.3,25.8,32.7,29.2,2022-07-09T06:00,2022-07-09T18:30,0,0,0,17.13
7/10/2022,53,28.1,26.2,32.3,29.2,2022-07-10T06:00,2022-07-10T18:30,3.1,3.1,11,20.02
7/11/2022,61,28.5,25.5,33.1,28.1,2022-07-11T06:00,2022-07-11T18:30,4,4,13,15.27
7/12/2022,51,28.6,25.6,33.4,30,2022-07-12T06:01,2022-07-12T18:30,1.3,1.3,8,21.91
7/13/2022,61,28.6,25.8,33.8,28.4,2022-07-13T06:01,2022-07-13T18:30,2.5,2.5,6,22.41
7/14/2022,53,28.9,25.6,33,28.4,2022-07-14T06:01,2022-07-14T18:30,3.6,3.6,10,22.25
7/15/2022,53,29,25.8,33.5,30,2022-07-15T06:01,2022-07-15T18:30,2,2,9,21.74
7/16/2022,53,28.9,24.4,34.8,28.8,2022-07-16T06:01,2022-07-16T18:30,4.4,4.4,17,21.2
7/17/2022,51,28.8,25.5,34.4,30.4,2022-07-17T06:02,2022-07-17T18:30,2.8,2.8,15,20.24
7/18/2022,53,28.4,25.6,32.8,30,2022-07-18T06:02,2022-07-18T18:30,2.2,2.2,10,17.97
7/19/2022,51,28.9,25.5,35.3,29.3,2022-07-19T06:02,2022-07-19T18:30,0.2,0.2,2,21.75
7/20/2022,61,28.1,25,32.5,29.2,2022-07-20T06:02,2022-07-20T18:30,7.5,7.5,24,17.55
7/21/2022,61,28.5,24.6,34,28.6,2022-07-21T06:02,2022-07-21T18:30,9.7,9.7,17,18.72
7/22/2022,63,27.8,25,31.1,28.4,2022-07-22T06:02,2022-07-22T18:30,9.9,9.9,22,14.24
7/23/2022,63,27.8,25.5,31.1,28.3,2022-07-23T06:03,2022-07-23T18:30,6.6,6.6,13,16.3
7/24/2022,51,28.1,25.2,32.8,28.7,2022-07-24T06:03,2022-07-24T18:30,0.4,0.4,4,20
7/25/2022,51,28.4,24.7,33.9,30.1,2022-07-25T06:03,2022-07-25T18:30,1.7,1.7,9,22.25
7/26/2022,51,28.5,24.7,34.8,29.7,2022-07-26T06:03,2022-07-26T18:30,0.8,0.8,7,20.16
7/27/2022,65,29.7,23.7,35.3,28.7,2022-07-27T06:03,2022-07-27T18:30,29.2,29.2,14,14.65
7/28/2022,55,28.2,24,34,28.8,2022-07-28T06:03,2022-07-28T18:29,4.8,4.8,12,15.52
7/29/2022,53,27.8,24.6,33.3,29.9,2022-07-29T06:03,2022-07-29T18:29,2.7,2.7,8,9.41
7/30/2022,61,28.6,23.9,34.5,28.8,2022-07-30T06:03,2022-07-30T18:29,4.4,4.4,12,18.93
7/31/2022,53,28.4,24.4,33.7,28.6,2022-07-31T06:04,2022-07-31T18:29,3.6,3.6,16,20.6
8/1/2022,63,26.9,23.9,29.5,27.1,2022-08-01T06:04,2022-08-01T18:29,31.2,31.2,20,5.43
8/2/2022,63,27.3,24.5,29.4,26.3,2022-08-02T06:04,2022-08-02T18:29,38.3,38.3,23,11.7
8/3/2022,63,27,24.6,28.8,25.8,2022-08-03T06:04,2022-08-03T18:28,28.9,28.9,24,11.59
8/4/2022,63,27.9,24.2,31.5,25.6,2022-08-04T06:04,2022-08-04T18:28,21.7,21.7,18,17.79
8/5/2022,61,27.4,25.4,30.8,27.5,2022-08-05T06:04,2022-08-05T18:28,5.9,5.9,14,18.12
8/6/2022,53,28.1,24.6,32.3,27.7,2022-08-06T06:04,2022-08-06T18:28,5.3,5.3,18,18.85
8/7/2022,53,28.1,25.3,32.9,28.4,2022-08-07T06:04,2022-08-07T18:27,2.6,2.6,12,22.85
8/8/2022,53,28.5,25.4,32.7,28.7,2022-08-08T06:04,2022-08-08T18:27,2.7,2.7,11,21.7
8/9/2022,53,28.3,24.9,33.3,28.9,2022-08-09T06:04,2022-08-09T18:27,2.4,2.4,10,22.92
8/10/2022,51,28.6,23.7,35,28.4,2022-08-10T06:04,2022-08-10T18:27,0.4,0.4,3,23.83
8/11/2022,51,28.9,23.4,35.5,28,2022-08-11T06:04,2022-08-11T18:26,0.1,0.1,1,24.09
8/12/2022,53,28.8,25.7,35.2,30.6,2022-08-12T06:04,2022-08-12T18:26,1.9,1.9,5,22.06
8/13/2022,51,28.8,24.4,34.6,29.5,2022-08-13T06:04,2022-08-13T18:26,1.8,1.8,12,22.37
8/14/2022,53,28.4,25.4,33,29.9,2022-08-14T06:04,2022-08-14T18:25,4.4,4.4,13,19.17
8/15/2022,3,29.2,24.8,34.8,29.9,2022-08-15T06:04,2022-08-15T18:25,0,0,0,22.92
8/16/2022,51,28.6,25.4,33.7,29.4,2022-08-16T06:04,2022-08-16T18:24,1.6,1.6,9,22.93
8/17/2022,51,28.6,25,33.6,28.7,2022-08-17T06:04,2022-08-17T18:24,2.4,2.4,14,22.87
8/18/2022,53,28.5,24.8,32.6,28,2022-08-18T06:04,2022-08-18T18:24,6.5,6.5,21,21.34
8/19/2022,61,28.6,23.9,32.9,27.9,2022-08-19T06:04,2022-08-19T18:23,6.6,6.6,17,21.27
8/20/2022,55,28.4,24.9,32.9,28.5,2022-08-20T06:04,2022-08-20T18:23,4.2,4.2,17,21.97
8/21/2022,53,28.5,25.6,33.2,29,2022-08-21T06:04,2022-08-21T18:22,3.1,3.1,17,22.31
8/22/2022,63,27.5,24,31,27.1,2022-08-22T06:04,2022-08-22T18:22,27.2,27.2,19,16.43
8/23/2022,63,27.9,25.3,31.7,27.8,2022-08-23T06:03,2022-08-23T18:22,8,8,16,18.93
8/24/2022,63,27.8,25.1,31.2,27.9,2022-08-24T06:03,2022-08-24T18:21,12.2,12.2,12,16.68
8/25/2022,53,27.9,25.3,32.3,28.2,2022-08-25T06:03,2022-08-25T18:21,4.3,4.3,15,19.38
8/26/2022,61,27,24,30.8,26.9,2022-08-26T06:03,2022-08-26T18:20,14.1,14.1,24,13.08
8/27/2022,63,27.7,24.1,32.1,26.4,2022-08-27T06:03,2022-08-27T18:20,13.3,13.3,15,19.95
8/28/2022,53,28,25.4,32.9,28.3,2022-08-28T06:03,2022-08-28T18:19,3.1,3.1,17,22.27
8/29/2022,55,27.9,24.7,32.6,28.3,2022-08-29T06:03,2022-08-29T18:19,5.9,5.9,21,17.92
8/30/2022,63,27.2,24.2,32.8,28.3,2022-08-30T06:03,2022-08-30T18:18,28.2,28.2,24,11.91
8/31/2022,63,26.1,24,30,27.5,2022-08-31T06:03,2022-08-31T18:18,25.8,25.8,24,8.22
9/1/2022,63,26.8,23.6,30.4,26.7,2022-09-01T06:03,2022-09-01T18:17,31.4,31.4,22,11.61
9/2/2022,53,27.7,23.8,31.5,26.9,2022-09-02T06:02,2022-09-02T18:17,6.7,6.7,21,18.47
9/3/2022,63,27.7,24.2,31.7,28.4,2022-09-03T06:02,2022-09-03T18:16,17.6,17.6,22,16.02
9/4/2022,63,27.8,24.2,33.2,28.2,2022-09-04T06:02,2022-09-04T18:16,22.2,22.2,21,19.91
9/5/2022,63,26.8,24,31.6,27,2022-09-05T06:02,2022-09-05T18:15,29,29,23,11.88
9/6/2022,61,27.8,24.8,31.7,28.1,2022-09-06T06:02,2022-09-06T18:15,4.1,4.1,11,16.68
9/7/2022,51,28,25,32.5,28.2,2022-09-07T06:02,2022-09-07T18:14,1.9,1.9,13,20.84
9/8/2022,51,28.2,24.7,33.5,28.6,2022-09-08T06:01,2022-09-08T18:14,1.1,1.1,11,21.59
9/9/2022,55,28.3,24.9,33.7,28.5,2022-09-09T06:01,2022-09-09T18:13,5.3,5.3,18,23.13
9/10/2022,53,28.3,25.2,33.1,28.4,2022-09-10T06:01,2022-09-10T18:13,4.4,4.4,15,23.65
9/11/2022,53,28.4,24.6,33.9,28.3,2022-09-11T06:01,2022-09-11T18:12,3.4,3.4,17,23.44
9/12/2022,51,28.5,24.7,34.3,28.6,2022-09-12T06:01,2022-09-12T18:12,2,2,14,23.73
9/13/2022,51,28.5,24.3,34.3,28.9,2022-09-13T06:01,2022-09-13T18:11,2.4,2.4,12,22.86
9/14/2022,53,28.2,24.3,33.2,28.7,2022-09-14T06:00,2022-09-14T18:10,2.7,2.7,16,22.83
9/15/2022,51,28.3,24.2,34.3,28.3,2022-09-15T06:00,2022-09-15T18:10,2.9,2.9,15,20.63
9/16/2022,53,28.4,24.5,33.6,29.1,2022-09-16T06:00,2022-09-16T18:09,2.8,2.8,10,23.72
9/17/2022,53,28.4,24.4,32.8,28.7,2022-09-17T06:00,2022-09-17T18:09,2.8,2.8,11,22.8
9/18/2022,51,28.6,24,33.6,28.9,2022-09-18T06:00,2022-09-18T18:08,2.7,2.7,16,21.71
9/19/2022,55,28.3,24.5,32.9,28.8,2022-09-19T06:00,2022-09-19T18:08,5.1,5.1,19,17.2
9/20/2022,53,28.7,24.7,33.8,29.2,2022-09-20T06:00,2022-09-20T18:07,2.4,2.4,12,21.66
9/21/2022,51,28.9,25,34.7,29.6,2022-09-21T05:59,2022-09-21T18:07,2.2,2.2,12,23.48
9/22/2022,53,28.7,24.5,34.5,28.5,2022-09-22T05:59,2022-09-22T18:06,3.6,3.6,12,22.27
9/23/2022,53,28.7,24.9,35,28.8,2022-09-23T05:59,2022-09-23T18:06,3,3,12,21.42
9/24/2022,53,28.8,24.5,34.8,29,2022-09-24T05:59,2022-09-24T18:05,0.8,0.8,4,21.69
9/25/2022,53,29,25.2,34.9,29.7,2022-09-25T05:59,2022-09-25T18:05,2.3,2.3,10,22.68
9/26/2022,53,28.1,23.2,31.8,27.1,2022-09-26T05:59,2022-09-26T18:04,2.6,2.6,11,10.78
9/27/2022,61,28.8,24.6,33.6,29.3,2022-09-27T05:58,2022-09-27T18:04,5.3,5.3,12,21.66
9/28/2022,51,29.1,26,33.5,29.2,2022-09-28T05:58,2022-09-28T18:03,2,2,13,22.28
9/29/2022,53,28.8,25,33,28.9,2022-09-29T05:58,2022-09-29T18:02,4.9,4.9,18,23.2
9/30/2022,61,28.3,24.2,32.1,26.6,2022-09-30T05:58,2022-09-30T18:02,8.8,8.8,20,21.13
10/1/2022,63,28.1,24.2,31.2,27.3,2022-10-01T05:58,2022-10-01T18:01,21.4,21.4,17,17.47
10/2/2022,55,28.4,25.6,31.6,27.5,2022-10-02T05:58,2022-10-02T18:01,4.8,4.8,16,18.33
10/3/2022,63,27.9,24.5,30.8,26.8,2022-10-03T05:58,2022-10-03T18:00,20.9,20.9,21,15.81
10/4/2022,63,28,24.2,31.1,28.3,2022-10-04T05:57,2022-10-04T18:00,12,12,18,16.26
10/5/2022,53,28.6,25.5,33.4,29.2,2022-10-05T05:57,2022-10-05T17:59,4.8,4.8,18,18.02
10/6/2022,61,28.5,24.6,32.8,28.5,2022-10-06T05:57,2022-10-06T17:59,6.2,6.2,12,19.02
10/7/2022,55,28.3,23.8,33.7,28.6,2022-10-07T05:57,2022-10-07T17:58,7.5,7.5,19,20.18
10/8/2022,53,28.3,24.1,32.9,28.6,2022-10-08T05:57,2022-10-08T17:58,3.6,3.6,14,22.68
10/9/2022,51,28.7,24.2,34.4,28.7,2022-10-09T05:57,2022-10-09T17:57,2,2,14,20.25
10/10/2022,51,28.7,24.1,34.4,28.8,2022-10-10T05:57,2022-10-10T17:57,1.8,1.8,10,21.55
10/11/2022,51,28.7,24.3,34.6,29.1,2022-10-11T05:57,2022-10-11T17:57,0.9,0.9,6,20.28
10/12/2022,63,27.7,23.2,32.6,26.4,2022-10-12T05:57,2022-10-12T17:56,16.2,16.2,23,15.29
10/13/2022,63,26.8,24,31,27.6,2022-10-13T05:57,2022-10-13T17:56,27.5,27.5,24,11.29
10/14/2022,63,26.8,23.2,31.4,27.6,2022-10-14T05:57,2022-10-14T17:55,31.3,31.3,24,12.42
10/15/2022,63,26.6,23.1,31.2,27.2,2022-10-15T05:57,2022-10-15T17:55,20.7,20.7,21,11.7
10/16/2022,63,26.8,24.1,31.8,28.5,2022-10-16T05:56,2022-10-16T17:55,14,14,24,14.27
10/17/2022,63,27.8,23.9,34.2,27.7,2022-10-17T05:56,2022-10-17T17:54,21.3,21.3,20,11.46
10/18/2022,63,26.6,23.8,30.3,27.1,2022-10-18T05:56,2022-10-18T17:54,16.3,16.3,22,9.11
10/19/2022,63,27.8,24.6,31.7,27.6,2022-10-19T05:56,2022-10-19T17:53,28.1,28.1,15,15.28
10/20/2022,63,27.4,23.9,31.1,27.3,2022-10-20T05:56,2022-10-20T17:53,31.6,31.6,23,11.49
10/21/2022,63,25.6,24.1,30.1,27.3,2022-10-21T05:56,2022-10-21T17:53,31.4,31.4,24,5.41
10/22/2022,61,27.7,23.3,33.4,28,2022-10-22T05:56,2022-10-22T17:52,7.8,7.8,15,13.96
10/23/2022,61,27.1,23.8,32,28.5,2022-10-23T05:56,2022-10-23T17:52,7.4,7.4,20,15.52
10/24/2022,63,27.1,23.5,32,28.1,2022-10-24T05:56,2022-10-24T17:52,28.9,28.9,24,14.5
10/25/2022,55,27.8,23.9,34,28.9,2022-10-25T05:57,2022-10-25T17:51,7,7,17,19.01
10/26/2022,61,28.4,23.4,35.2,28.3,2022-10-26T05:57,2022-10-26T17:51,4.5,4.5,10,20.24
10/27/2022,51,28.5,22.6,35.3,26.8,2022-10-27T05:57,2022-10-27T17:51,0.6,0.6,3,22.94
10/28/2022,51,30,22.8,35.1,26.7,2022-10-28T05:57,2022-10-28T17:51,0.1,0.1,1,23.81
10/29/2022,53,28.8,22.6,35.6,26.7,2022-10-29T05:57,2022-10-29T17:50,1.1,1.1,3,20.79
10/30/2022,63,29.1,22.6,35.8,27,2022-10-30T05:57,2022-10-30T17:50,7,7,6,19.22
10/31/2022,63,29.8,23.5,35.2,27.9,2022-10-31T05:57,2022-10-31T17:50,19.8,19.8,13,18.76
11/1/2022,63,26.3,23.2,30.2,27.8,2022-11-01T05:57,2022-11-01T17:50,44.2,44.2,24,7.9
11/2/2022,63,28.4,23.1,34.2,27.5,2022-11-02T05:57,2022-11-02T17:50,17.9,17.9,20,15.89
11/3/2022,63,27.5,23.9,33.3,28.2,2022-11-03T05:57,2022-11-03T17:49,20.7,20.7,22,15.04
11/4/2022,63,27.3,23.6,32.4,27.9,2022-11-04T05:58,2022-11-04T17:49,15,15,17,15.91
11/5/2022,65,27.5,22.9,32.5,26.5,2022-11-05T05:58,2022-11-05T17:49,42.8,42.8,19,11
11/6/2022,61,28.5,21.9,34.4,25.7,2022-11-06T05:58,2022-11-06T17:49,10.1,10.1,15,13.48
11/7/2022,65,28.6,21.2,35,24.7,2022-11-07T05:58,2022-11-07T17:49,26.8,26.8,11,17.71
11/8/2022,65,28.7,22.7,34.8,26.5,2022-11-08T05:58,2022-11-08T17:49,14.7,14.7,7,14.57
11/9/2022,63,29,22.8,37,27.2,2022-11-09T05:59,2022-11-09T17:49,9.4,9.4,8,14.73
11/10/2022,51,28.4,22,32.4,25.9,2022-11-10T05:59,2022-11-10T17:49,0.4,0.4,3,13.36
11/11/2022,53,27.9,23.3,32.2,27,2022-11-11T05:59,2022-11-11T17:49,2.7,2.7,11,17.18
11/12/2022,63,28.2,23.6,33.1,28.4,2022-11-12T05:59,2022-11-12T17:49,20.1,20.1,24,13.61
11/13/2022,63,27.7,22.6,33.7,26.9,2022-11-13T06:00,2022-11-13T17:49,20.6,20.6,17,11.76
11/14/2022,63,28.1,22.8,34.8,26.9,2022-11-14T06:00,2022-11-14T17:49,12.8,12.8,14,14.1
11/15/2022,63,29.1,22.1,34.9,26,2022-11-15T06:00,2022-11-15T17:49,5.9,5.9,6,17.89
11/16/2022,55,29.2,22.1,33.8,26.3,2022-11-16T06:00,2022-11-16T17:49,2.4,2.4,5,18.86
11/17/2022,51,29.6,22,33.2,24.4,2022-11-17T06:01,2022-11-17T17:49,0.3,0.3,3,22.19
11/18/2022,3,29.8,20.9,33.8,22.5,2022-11-18T06:01,2022-11-18T17:49,0,0,0,21.67
11/19/2022,51,28.7,22.1,32.1,24.7,2022-11-19T06:01,2022-11-19T17:49,0.4,0.4,3,14.14
11/20/2022,51,29.2,21.4,33.4,24.5,2022-11-20T06:02,2022-11-20T17:49,0.2,0.2,2,19.11
11/21/2022,2,28.6,20.4,33.6,22.9,2022-11-21T06:02,2022-11-21T17:49,0,0,0,22.42
11/22/2022,51,28.9,22.6,34.3,26.7,2022-11-22T06:03,2022-11-22T17:49,0.8,0.8,5,21.56
